vendor_number,vendor_name,etl_date
7420,WILDCAT PRODUCTS LLC,2025-02-25T12:42:45.034622
7490,GRAYBEARD DISTILLERY INC,2025-02-25T12:42:45.034622
7720,INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP,2025-02-25T12:42:45.034622
7770,"BLUE OX SPIRITS, INC.",2025-02-25T12:42:45.034622
8030,LEVECKE CORPORATION,2025-02-25T12:42:45.034622
8850,YAHARA BAY DISTILLERS INC,2025-02-25T12:42:45.034622
8860,GEORGETOWN TRADING CO. LLC / JAMES PEPPER DISTILLING CO.,2025-02-25T12:42:45.034622
8880,"TRUST ME VODKA, INC.",2025-02-25T12:42:45.034622
9620,DUGGANS DISTILLERS,2025-02-25T12:42:45.034622
9690,A V BRANDS INC,2025-02-25T12:42:45.034622
9710,HOOD RIVER DISTILLERS,2025-02-25T12:42:45.034622
9780,W J DEUTSCH & SONS LTD,2025-02-25T12:42:45.034622
